"","Transect","Elev","Plot","DOY","Field_week","Soilmo_av","Species","Veg","Buds","Flowers","Fruit","Disp","Plants_obs","Leaves_obs","X0","X1","X5","X10","X25","X50","X75","X100","Year","percleavesdamaged","apparentleafdamage","PlantID","Plot.ID","Topography","gdd_2016","gdd_2017","gdd_2018","Cover","sdddoy_2016","sdddoy_2017","sdddoy_2018","gdd","SDDDOY"
"2479","GB",2020,"2",201,NA,0.101,"LUPARC",NA,4,0,0,0,NA,NA,10,1,0,1,1,0,0,0,"2017",0.230769230769231,0.0196153846153846,"B52","GB-2020-2","Ridge ",314,331,290,87.36,203,190,165,331,190
"2480","GB",2020,"2",201,NA,0.101,"LUPARC",NA,4,0,0,0,NA,NA,9,0,2,0,0,3,0,0,"2017",0.357142857142857,0.0846428571428571,"B71","GB-2020-2","Ridge ",314,331,290,87.36,203,190,165,331,190
"2481","GB",2020,"2",201,NA,0.101,"LUPARC",NA,4,0,0,0,NA,NA,9,1,0,1,1,1,1,1,"2017",0.4,0.142,"B82","GB-2020-2","Ridge ",314,331,290,87.36,203,190,165,331,190
"2482","GB",2020,"2",201,NA,0.101,"LUPARC",NA,4,0,0,0,NA,NA,15,1,0,0,0,0,0,0,"2017",0.0625,0.0003125,"B109","GB-2020-2","Ridge ",314,331,290,87.36,203,190,165,331,190
"2498","GB",2020,"7",201,NA,0.118666667,"LUPARC",NA,1,0,0,0,NA,NA,13,0,1,0,0,0,0,0,"2017",0.0714285714285714,0.00214285714285714,"B86","GB-2020-7","Cove",314,331,290,99.84,200,189,178,331,189
"2499","GB",2020,"7",201,NA,0.118666667,"LUPARC",NA,1,0,0,0,NA,NA,5,0,0,2,2,0,0,0,"2017",0.444444444444444,0.0555555555555556,"B46","GB-2020-7","Cove",314,331,290,99.84,200,189,178,331,189
"2500","GB",2020,"7",201,NA,0.118666667,"LUPARC",NA,1,0,0,0,NA,NA,13,1,1,0,0,0,0,0,"2017",0.133333333333333,0.00233333333333333,"B49","GB-2020-7","Cove",314,331,290,99.84,200,189,178,331,189
"2501","GB",2020,"7",201,NA,0.118666667,"LUPARC",NA,1,0,0,0,NA,NA,4,0,6,2,1,0,0,0,"2017",0.692307692307692,0.0388461538461538,"B58","GB-2020-7","Cove",314,331,290,99.84,200,189,178,331,189
"2502","GB",2020,"7",201,NA,0.118666667,"LUPARC",NA,1,0,0,0,NA,NA,6,0,2,1,3,0,0,0,"2017",0.5,0.055,"B53","GB-2020-7","Cove",314,331,290,99.84,200,189,178,331,189
"2523","GB",2020,"6",201,NA,0.190666667,"LUPARC",NA,0,0,0,0,NA,NA,13,0,0,0,0,0,0,0,"2017",0,0,"B4","GB-2020-6","Slope",314,331,290,88.14,201,190,177,331,190
"2524","GB",2020,"6",201,NA,0.190666667,"LUPARC",NA,0,0,0,0,NA,NA,18,0,0,0,0,0,0,0,"2017",0,0,"B26","GB-2020-6","Slope",314,331,290,88.14,201,190,177,331,190
"2525","GB",2020,"6",201,NA,0.190666667,"LUPARC",NA,0,0,0,0,NA,NA,13,0,0,0,0,0,0,0,"2017",0,0,"B61","GB-2020-6","Slope",314,331,290,88.14,201,190,177,331,190
"2526","GB",2020,"6",201,NA,0.190666667,"LUPARC",NA,0,0,0,0,NA,NA,10,0,0,0,0,0,0,0,"2017",0,0,"B32","GB-2020-6","Slope",314,331,290,88.14,201,190,177,331,190
"2546","GB",2020,"1",201,NA,0.081333333,"LUPARC",NA,0,0,0,0,NA,NA,10,0,0,0,0,0,0,0,"2017",0,0,"B47","GB-2020-1","Ridge ",314,331,290,85.28,200,185,174,331,185
"2547","GB",2020,"1",201,NA,0.081333333,"LUPARC",NA,0,0,0,0,NA,NA,13,1,3,0,4,0,0,0,"2017",0.380952380952381,0.0378571428571429,"B19","GB-2020-1","Ridge ",314,331,290,85.28,200,185,174,331,185
"2548","GB",2020,"1",201,NA,0.081333333,"LUPARC",NA,0,0,0,0,NA,NA,12,0,0,2,0,1,1,1,"2017",0.294117647058824,0.119117647058824,"W44/","GB-2020-1","Ridge ",314,331,290,85.28,200,185,174,331,185
"2549","GB",2020,"8",201,NA,0.323,"LUPARC",NA,0,0,NA,NA,NA,NA,8,0,0,0,0,0,0,0,"2017",0,0,"B11","GB-2020-8","Cove",314,331,290,99.84,200,193,183,331,193
"2550","GB",2020,"8",201,NA,0.323,"LUPARC",NA,0,0,NA,NA,NA,NA,12,2,1,1,0,0,0,0,"2017",0.25,0.0071875,"B31","GB-2020-8","Cove",314,331,290,99.84,200,193,183,331,193
"2551","GB",2020,"8",201,NA,0.323,"LUPARC",NA,0,0,NA,NA,NA,NA,6,1,0,0,0,0,0,0,"2017",0.142857142857143,0.000714285714285714,"b45","GB-2020-8","Cove",314,331,290,99.84,200,193,183,331,193
"2556","GB",2020,"9",201,NA,0.227666667,"LUPARC",NA,0,0,0,0,NA,NA,6,0,0,0,0,0,0,0,"2017",0,0,"B62","GB-2020-9","Cove",314,331,290,96.72,200,193,184,331,193
"2557","GB",2020,"9",201,NA,0.227666667,"LUPARC",NA,0,0,0,0,NA,NA,7,0,0,0,0,0,0,0,"2017",0,0,"B41","GB-2020-9","Cove",314,331,290,96.72,200,193,184,331,193
"2558","GB",2020,"9",201,NA,0.227666667,"LUPARC",NA,0,0,0,0,NA,NA,10,0,0,0,0,0,0,0,"2017",0,0,"B63","GB-2020-9","Cove",314,331,290,96.72,200,193,184,331,193
"2559","GB",2020,"4",201,NA,0.169666667,"LUPARC",NA,0,0,0,0,NA,NA,13,0,0,0,0,0,0,0,"2017",0,0,"B39","GB-2020-4","Slope",314,331,290,96.98,203,190,176,331,190
"2560","GB",2020,"4",201,NA,0.169666667,"LUPARC",NA,0,0,0,0,NA,NA,11,0,2,1,0,0,0,0,"2017",0.214285714285714,0.00964285714285714,"B92","GB-2020-4","Slope",314,331,290,96.98,203,190,176,331,190
"2561","GB",2020,"4",201,NA,0.169666667,"LUPARC",NA,0,0,0,0,NA,NA,13,0,0,0,1,0,0,0,"2017",0.0714285714285714,0.0125,"B38","GB-2020-4","Slope",314,331,290,96.98,203,190,176,331,190
"2562","GB",2020,"4",201,NA,0.169666667,"LUPARC",NA,0,0,0,0,NA,NA,2,3,2,0,0,0,0,0,"2017",0.714285714285714,0.0107142857142857,"B18","GB-2020-4","Slope",314,331,290,96.98,203,190,176,331,190
"2563","GB",2020,"3",201,NA,0.130666667,"LUPARC",NA,6,0,0,0,NA,NA,3,1,5,5,0,3,0,0,"2017",0.823529411764706,0.0973529411764706,"B101","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,331,190
"2564","GB",2020,"3",201,NA,0.130666667,"LUPARC",NA,6,0,0,0,NA,NA,6,0,0,4,1,2,0,0,"2017",0.538461538461538,0.0942307692307692,"W45","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,331,190
"2565","GB",2020,"3",201,NA,0.130666667,"LUPARC",NA,6,0,0,0,NA,NA,3,0,0,4,2,0,0,0,"2017",0.666666666666667,0.0722222222222222,"W106","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,331,190
"2566","GB",2020,"3",201,NA,0.130666667,"LUPARC",NA,6,0,0,0,NA,NA,4,4,5,0,1,0,2,0,"2017",0.75,0.0996875,"B112","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,331,190
"2567","PA",1490,"1",205,NA,0.115666667,"LUPARC",NA,1,0,0,0,NA,NA,13,0,0,0,0,0,0,0,"2017",0,0,"R54","PA-1490-1","Ridge",238,355,300,38.22,157,179,167,355,179
"2584","PA",1490,"4",205,NA,0.516,"LUPARC",NA,1,0,0,0,NA,NA,18,0,0,0,0,0,0,0,"2017",0,0,"G9","PA-1490-4","Slope",238,355,300,62.92,178,189,182,355,189
"2585","PA",1490,"4",205,NA,0.516,"LUPARC",NA,1,0,0,0,NA,NA,5,0,0,0,0,0,0,0,"2017",0,0,"G10","PA-1490-4","Slope",238,355,300,62.92,178,189,182,355,189
"2586","PA",1490,"4",205,NA,0.516,"LUPARC",NA,1,0,0,0,NA,NA,12,1,2,0,0,0,0,0,"2017",0.2,0.00433333333333333,"G11","PA-1490-4","Slope",238,355,300,62.92,178,189,182,355,189
"2652","PA",1490,"5",205,NA,0.404,"LUPARC",NA,0,0,0,0,NA,NA,18,0,0,0,0,0,0,0,"2017",0,0,"B36","PA-1490-5","Slope",238,355,300,65,179,189,181,355,189
"2673","PA",1490,"6",205,NA,0.359666667,"LUPARC",NA,0,0,0,0,NA,NA,10,0,0,0,0,0,0,0,"2017",0,0,"G5","PA-1490-6","Slope",238,355,300,64.74,178,190,181,355,190
"2674","PA",1490,"6",205,NA,0.359666667,"LUPARC",NA,0,0,0,0,NA,NA,16,0,0,0,0,0,0,0,"2017",0,0,"B111","PA-1490-6","Slope",238,355,300,64.74,178,190,181,355,190
"2714","PA",1680,"6",206,NA,0.089666667,"LUPARC",NA,1,1,0,0,NA,NA,6,0,0,0,0,0,0,0,"2017",0,0,"L2","PA-1680-6","Slope",194,292,247,40.82,168,202,165,292,202
"2715","PA",1680,"6",206,NA,0.089666667,"LUPARC",NA,1,1,0,0,NA,NA,11,0,1,0,0,1,0,0,"2017",0.153846153846154,0.0311538461538462,"W87","PA-1680-6","Slope",194,292,247,40.82,168,202,165,292,202
"2716","PA",1680,"6",206,NA,0.089666667,"LUPARC",NA,1,1,0,0,NA,NA,21,0,1,1,1,0,0,0,"2017",0.125,0.0116666666666667,"R8","PA-1680-6","Slope",194,292,247,40.82,168,202,165,292,202
"2717","PA",1680,"6",206,NA,0.089666667,"LUPARC",NA,1,1,0,0,NA,NA,8,1,0,1,0,0,0,0,"2017",0.2,0.008,"L1","PA-1680-6","Slope",194,292,247,40.82,168,202,165,292,202
"2730","PA",1570,"3",206,NA,0.104333333,"LUPARC",NA,1,0,0,0,NA,NA,11,0,0,0,0,0,0,0,"2017",0,0,"W69","PA-1570-3","Ridge",221,340,281,43.94,173,187,183,340,187
"2744","PA",1680,"4",206,NA,0.200666667,"LUPARC",NA,4,0,0,0,NA,NA,9,1,2,1,0,0,0,0,"2017",0.307692307692308,0.0107692307692308,"Y13","PA-1680-4","Slope",194,292,247,78.52,174,173,179,292,173
"2745","PA",1680,"4",206,NA,0.200666667,"LUPARC",NA,4,0,0,0,NA,NA,10,0,0,0,0,0,0,0,"2017",0,0,"R15","PA-1680-4","Slope",194,292,247,78.52,174,173,179,292,173
"2746","PA",1680,"4",206,NA,0.200666667,"LUPARC",NA,4,0,0,0,NA,NA,10,1,0,1,2,0,0,0,"2017",0.285714285714286,0.0307142857142857,"Y6","PA-1680-4","Slope",194,292,247,78.52,174,173,179,292,173
"2766","PA",1570,"8",206,NA,0.233333333,"LUPARC",NA,0,0,0,0,NA,NA,4,0,0,0,0,0,0,0,"2017",0,0,"L1","PA-1570-8","Cove",221,340,281,82.94,157,196,192,340,196
"2767","PA",1570,"8",206,NA,0.233333333,"LUPARC",NA,0,0,0,0,NA,NA,4,0,0,0,0,0,0,0,"2017",0,0,"L2","PA-1570-8","Cove",221,340,281,82.94,157,196,192,340,196
"2828","PA",1680,"7",206,NA,0.546333333,"LUPARC",NA,0,0,0,0,NA,NA,8,0,0,0,0,0,0,0,"2017",0,0,"G14","PA-1680-7","Cove",194,292,247,98.54,187,196,192,292,196
"2829","PA",1680,"7",206,NA,0.546333333,"LUPARC",NA,0,0,0,0,NA,NA,13,0,0,0,0,0,0,0,"2017",0,0,"G2","PA-1680-7","Cove",194,292,247,98.54,187,196,192,292,196
"2908","PA",1680,"9",206,NA,0.511333333,"LUPARC",NA,0,0,0,0,NA,NA,8,0,0,0,0,0,0,0,"2017",0,0,"G8","PA-1680-9","Cove",194,292,247,97.76,194,199,195,292,199
"2909","PA",1570,"6",206,NA,0.135333333,"LUPARC",NA,0,0,0,0,NA,NA,10,0,0,0,0,0,0,0,"2017",0,0,"Y53","PA-1570-6","Slope",221,340,281,50.18,188,195,174,340,195
"2910","PA",1570,"6",206,NA,0.135333333,"LUPARC",NA,0,0,0,0,NA,NA,3,1,2,0,0,0,0,0,"2017",0.5,0.0108333333333333,"G13","PA-1570-6","Slope",221,340,281,50.18,188,195,174,340,195
"2911","PA",1570,"6",206,NA,0.135333333,"LUPARC",NA,0,0,0,0,NA,NA,7,0,0,0,0,0,0,0,"2017",0,0,"Y26","PA-1570-6","Slope",221,340,281,50.18,188,195,174,340,195
"2975","PA",1570,"7",206,NA,0.256333333,"LUPARC",NA,0,0,0,0,NA,NA,12,0,0,0,0,0,0,0,"2017",0,0,"L2","PA-1570-7","Cove",221,340,281,88.66,150,195,189,340,195
"2976","PA",1570,"7",206,NA,0.256333333,"LUPARC",NA,0,0,0,0,NA,NA,17,0,0,0,0,0,0,0,"2017",0,0,"L1","PA-1570-7","Cove",221,340,281,88.66,150,195,189,340,195
"2977","PA",1570,"7",206,NA,0.256333333,"LUPARC",NA,0,0,0,0,NA,NA,10,0,0,0,0,0,0,0,"2017",0,0,"G6","PA-1570-7","Cove",221,340,281,88.66,150,195,189,340,195
"2978","PA",1570,"7",206,NA,0.256333333,"LUPARC",NA,0,0,0,0,NA,NA,12,0,0,0,0,0,0,0,"2017",0,0,"G7","PA-1570-7","Cove",221,340,281,88.66,150,195,189,340,195
"2979","PA",1680,"5",206,NA,0.111333333,"LUPARC",NA,5,0,0,0,NA,NA,16,1,0,0,0,0,0,0,"2017",0.0588235294117647,0.000294117647058824,"Y22","PA-1680-5","Slope",194,292,247,60.06,170,197,174,292,197
"2980","PA",1680,"5",206,NA,0.111333333,"LUPARC",NA,5,0,0,0,NA,NA,12,0,0,0,0,0,0,0,"2017",0,0,"R24","PA-1680-5","Slope",194,292,247,60.06,170,197,174,292,197
"2981","PA",1680,"5",206,NA,0.111333333,"LUPARC",NA,5,0,0,0,NA,NA,15,0,1,0,3,0,0,0,"2017",0.210526315789474,0.0292105263157895,"R23","PA-1680-5","Slope",194,292,247,60.06,170,197,174,292,197
"2982","PA",1680,"5",206,NA,0.111333333,"LUPARC",NA,5,0,0,0,NA,NA,16,1,1,0,0,0,0,0,"2017",0.111111111111111,0.00194444444444444,"R33","PA-1680-5","Slope",194,292,247,60.06,170,197,174,292,197
"2983","PA",1680,"5",206,NA,0.111333333,"LUPARC",NA,5,0,0,0,NA,NA,2,1,0,1,0,0,0,0,"2017",0.5,0.02,"Y7","PA-1680-5","Slope",194,292,247,60.06,170,197,174,292,197
"2994","PA",1901,"5",207,NA,0.131666667,"LUPARC",NA,3,0,0,0,NA,NA,13,0,0,0,0,0,0,0,"2017",0,0,"L2","PA-1901-5","Slope",163,185,146,99.84,196,194,193,185,194
"2995","PA",1901,"5",207,NA,0.131666667,"LUPARC",NA,3,0,0,0,NA,NA,26,0,0,0,0,0,0,0,"2017",0,0,"L1","PA-1901-5","Slope",163,185,146,99.84,196,194,193,185,194
"2996","PA",1901,"5",207,NA,0.131666667,"LUPARC",NA,3,0,0,0,NA,NA,24,0,0,0,0,0,0,0,"2017",0,0,"L3","PA-1901-5","Slope",163,185,146,99.84,196,194,193,185,194
"2997","PA",1901,"3",207,NA,0.095333333,"LUPARC",NA,4,4,4,0,NA,NA,57,1,2,0,1,0,0,0,"2017",0.0655737704918033,0.0039344262295082,"L1","PA-1901-3","Ridge",163,185,146,99.32,155,166,167,185,166
"2998","PA",1901,"3",207,NA,0.095333333,"LUPARC",NA,4,4,4,0,NA,NA,40,1,1,1,0,1,0,0,"2017",0.0909090909090909,0.0110227272727273,"L3","PA-1901-3","Ridge",163,185,146,99.32,155,166,167,185,166
"2999","PA",1901,"3",207,NA,0.095333333,"LUPARC",NA,4,4,4,0,NA,NA,48,0,2,0,1,3,0,0,"2017",0.111111111111111,0.0251851851851852,"L4","PA-1901-3","Ridge",163,185,146,99.32,155,166,167,185,166
"3000","PA",1901,"3",207,NA,0.095333333,"LUPARC",NA,4,4,4,0,NA,NA,43,1,4,3,2,0,0,2,"2017",0.218181818181818,0.0445454545454545,"L2","PA-1901-3","Ridge",163,185,146,99.32,155,166,167,185,166
"3001","PA",1901,"3",207,NA,0.095333333,"LUPARC",NA,4,4,4,0,NA,NA,10,0,0,0,0,0,0,0,"2017",0,0,"L5","PA-1901-3","Ridge",163,185,146,99.32,155,166,167,185,166
"3002","PA",1791,"8",207,NA,0.472333333,"LUPARC",NA,0,0,0,0,NA,NA,13,0,0,0,0,0,0,0,"2017",0,0,"L1","PA-1791-8","Cove",177,193,155,99.84,197,202,200,193,202
"3044","PA",1901,"9",207,NA,0.197666667,"LUPARC",NA,6,0,0,0,NA,NA,6,1,2,1,1,0,0,0,"2017",0.454545454545455,0.0286363636363636,"L1","PA-1901-9","Cove",163,185,146,99.84,206,191,186,185,191
"3045","PA",1901,"9",207,NA,0.197666667,"LUPARC",NA,6,0,0,0,NA,NA,15,0,0,1,1,0,0,0,"2017",0.117647058823529,0.0147058823529412,"L4","PA-1901-9","Cove",163,185,146,99.84,206,191,186,185,191
"3046","PA",1901,"9",207,NA,0.197666667,"LUPARC",NA,6,0,0,0,NA,NA,32,0,1,1,1,0,0,0,"2017",0.0857142857142857,0.008,"L3","PA-1901-9","Cove",163,185,146,99.84,206,191,186,185,191
"3047","PA",1901,"9",207,NA,0.197666667,"LUPARC",NA,6,0,0,0,NA,NA,29,0,2,1,0,0,0,0,"2017",0.09375,0.00421875,"L2","PA-1901-9","Cove",163,185,146,99.84,206,191,186,185,191
"3054","PA",1901,"4",207,NA,0.163333333,"LUPARC",NA,1,0,0,0,NA,NA,7,0,0,0,0,0,0,0,"2017",0,0,"L3","PA-1901-4","Slope",163,185,146,99.84,202,200,198,185,200
"3055","PA",1901,"4",207,NA,0.163333333,"LUPARC",NA,1,0,0,0,NA,NA,5,0,0,0,0,0,0,0,"2017",0,0,"L2","PA-1901-4","Slope",163,185,146,99.84,202,200,198,185,200
"3056","PA",1901,"4",207,NA,0.163333333,"LUPARC",NA,1,0,0,0,NA,NA,12,0,1,0,0,0,0,0,"2017",0.0769230769230769,0.00230769230769231,"L1","PA-1901-4","Slope",163,185,146,99.84,202,200,198,185,200
"3072","PA",1901,"1",207,NA,0.07,"LUPARC",NA,8,4,0,0,NA,NA,29,0,1,2,0,0,0,0,"2017",0.09375,0.005625,"L3","PA-1901-1","Ridge",163,185,146,99.84,178,184,173,185,184
"3073","PA",1901,"1",207,NA,0.07,"LUPARC",NA,8,4,0,0,NA,NA,22,2,0,1,0,1,0,0,"2017",0.153846153846154,0.0176923076923077,"L2","PA-1901-1","Ridge",163,185,146,99.84,178,184,173,185,184
"3074","PA",1901,"1",207,NA,0.07,"LUPARC",NA,8,4,0,0,NA,NA,28,0,1,0,1,0,0,0,"2017",0.0666666666666667,0.00683333333333333,"L1","PA-1901-1","Ridge",163,185,146,99.84,178,184,173,185,184
"3109","PA",1901,"2",207,NA,0.079333333,"LUPARC",NA,3,7,0,0,NA,NA,32,2,2,0,0,0,0,0,"2017",0.111111111111111,0.00194444444444444,"L10","PA-1901-2","Ridge",163,185,146,99.84,178,181,181,185,181
"3110","PA",1901,"2",207,NA,0.079333333,"LUPARC",NA,3,7,0,0,NA,NA,35,0,1,1,1,0,0,0,"2017",0.0789473684210526,0.00736842105263158,"L6","PA-1901-2","Ridge",163,185,146,99.84,178,181,181,185,181
"3111","PA",1901,"2",207,NA,0.079333333,"LUPARC",NA,3,7,0,0,NA,NA,6,0,0,2,2,2,0,0,"2017",0.5,0.104166666666667,"L4","PA-1901-2","Ridge",163,185,146,99.84,178,181,181,185,181
"3112","PA",1901,"2",207,NA,0.079333333,"LUPARC",NA,3,7,0,0,NA,NA,30,1,1,1,0,0,0,0,"2017",0.0909090909090909,0.00333333333333333,"L2","PA-1901-2","Ridge",163,185,146,99.84,178,181,181,185,181
"3113","PA",1901,"2",207,NA,0.079333333,"LUPARC",NA,3,7,0,0,NA,NA,22,1,0,0,0,0,0,0,"2017",0.0434782608695652,0.000217391304347826,"L11","PA-1901-2","Ridge",163,185,146,99.84,178,181,181,185,181
"3114","PA",1901,"2",207,NA,0.079333333,"LUPARC",NA,3,7,0,0,NA,NA,25,0,2,1,0,0,0,0,"2017",0.107142857142857,0.00482142857142857,"L3","PA-1901-2","Ridge",163,185,146,99.84,178,181,181,185,181
"3115","PA",1901,"2",207,NA,0.079333333,"LUPARC",NA,3,7,0,0,NA,NA,21,2,2,0,0,0,0,0,"2017",0.16,0.0028,"L5","PA-1901-2","Ridge",163,185,146,99.84,178,181,181,185,181
"3116","PA",1901,"2",207,NA,0.079333333,"LUPARC",NA,3,7,0,0,NA,NA,49,0,1,2,0,0,0,0,"2017",0.0576923076923077,0.00346153846153846,"L1","PA-1901-2","Ridge",163,185,146,99.84,178,181,181,185,181
"3135","PA",1901,"6",207,NA,0.063,"LUPARC",NA,5,6,1,0,NA,NA,9,0,0,0,1,1,0,0,"2017",0.181818181818182,0.05,"L2","PA-1901-6","Slope",163,185,146,99.84,179,182,179,185,182
"3136","PA",1901,"6",207,NA,0.063,"LUPARC",NA,5,6,1,0,NA,NA,37,0,1,0,0,0,0,0,"2017",0.0263157894736842,0.000789473684210526,"L3","PA-1901-6","Slope",163,185,146,99.84,179,182,179,185,182
"3137","PA",1901,"6",207,NA,0.063,"LUPARC",NA,5,6,1,0,NA,NA,30,3,2,0,0,1,0,0,"2017",0.166666666666667,0.0125,"L1","PA-1901-6","Slope",163,185,146,99.84,179,182,179,185,182
"3138","PA",1901,"6",207,NA,0.063,"LUPARC",NA,5,6,1,0,NA,NA,29,1,1,0,0,0,0,0,"2017",0.0645161290322581,0.00112903225806452,"Y23","PA-1901-6","Slope",163,185,146,99.84,179,182,179,185,182
"3139","PA",1901,"6",207,NA,0.063,"LUPARC",NA,5,6,1,0,NA,NA,33,0,2,0,0,0,0,0,"2017",0.0571428571428571,0.00171428571428571,"W9","PA-1901-6","Slope",163,185,146,99.84,179,182,179,185,182
"3152","PA",1791,"4",207,NA,0.342,"LUPARC",NA,3,0,0,0,NA,NA,5,0,1,1,0,0,0,0,"2017",0.285714285714286,0.015,"L3","PA-1791-4","Slope",177,193,155,95.68,180,188,169,193,188
"3153","PA",1791,"4",207,NA,0.342,"LUPARC",NA,3,0,0,0,NA,NA,17,0,1,2,0,0,0,0,"2017",0.15,0.009,"L2","PA-1791-4","Slope",177,193,155,95.68,180,188,169,193,188
"3154","PA",1791,"4",207,NA,0.342,"LUPARC",NA,3,0,0,0,NA,NA,7,0,0,3,1,2,0,0,"2017",0.461538461538462,0.0884615384615385,"L4","PA-1791-4","Slope",177,193,155,95.68,180,188,169,193,188
"3155","PA",1791,"4",207,NA,0.342,"LUPARC",NA,3,0,0,0,NA,NA,5,1,1,1,3,2,1,0,"2017",0.642857142857143,0.143571428571429,"L1","PA-1791-4","Slope",177,193,155,95.68,180,188,169,193,188
"3185","PA",1791,"5",207,NA,0.174666667,"LUPARC",NA,6,0,0,0,NA,NA,7,0,0,4,4,1,0,0,"2017",0.5625,0.0859375,"L3","PA-1791-5","Slope",177,193,155,96.72,181,192,182,193,192
"3186","PA",1791,"5",207,NA,0.174666667,"LUPARC",NA,6,0,0,0,NA,NA,22,2,2,2,4,0,0,0,"2017",0.3125,0.02875,"L1","PA-1791-5","Slope",177,193,155,96.72,181,192,182,193,192
"3187","PA",1791,"5",207,NA,0.174666667,"LUPARC",NA,6,0,0,0,NA,NA,17,0,2,3,2,0,0,0,"2017",0.291666666666667,0.0264583333333333,"L2","PA-1791-5","Slope",177,193,155,96.72,181,192,182,193,192
"3188","PA",1791,"5",207,NA,0.174666667,"LUPARC",NA,6,0,0,0,NA,NA,6,1,2,1,1,0,0,0,"2017",0.454545454545455,0.0286363636363636,"L4","PA-1791-5","Slope",177,193,155,96.72,181,192,182,193,192
"3189","PA",1791,"5",207,NA,0.174666667,"LUPARC",NA,6,0,0,0,NA,NA,12,0,0,0,0,0,0,0,"2017",0,0,"L5","PA-1791-5","Slope",177,193,155,96.72,181,192,182,193,192
"3224","PA",1570,"4",208,NA,0.055,"LUPARC",NA,1,2,0,0,NA,NA,12,1,2,0,1,0,0,0,"2017",0.25,0.015,"Y97","PA-1570-4","Slope",221,340,281,66.04,181,173,165,340,173
"3225","PA",1570,"4",208,NA,0.055,"LUPARC",NA,1,2,0,0,NA,NA,14,0,0,0,0,0,0,0,"2017",0,0,"Y99","PA-1570-4","Slope",221,340,281,66.04,181,173,165,340,173
"3277","PA",1570,"5",208,NA,0.080333333,"LUPARC",NA,2,3,0,0,NA,NA,6,1,0,1,0,0,0,0,"2017",0.25,0.01,"Y77","PA-1570-5","Slope",221,340,281,41.86,184,177,168,340,177
"3278","PA",1570,"5",208,NA,0.080333333,"LUPARC",NA,2,3,0,0,NA,NA,13,0,1,0,0,0,0,0,"2017",0.0714285714285714,0.00214285714285714,"B115","PA-1570-5","Slope",221,340,281,41.86,184,177,168,340,177
"3303","GB",1668,"9",212,NA,0.057,"LUPARC",NA,6,8,0,0,NA,NA,17,3,3,0,1,0,0,0,"2017",0.291666666666667,0.0116666666666667,"B10","GB-1668-9","Cove",320,382,356,68.12,190,186,184,382,186
"3304","GB",1668,"9",212,NA,0.057,"LUPARC",NA,6,8,0,0,NA,NA,15,2,2,1,0,0,0,0,"2017",0.25,0.00725,"R12","GB-1668-9","Cove",320,382,356,68.12,190,186,184,382,186
"3305","GB",1668,"9",212,NA,0.057,"LUPARC",NA,6,8,0,0,NA,NA,7,6,0,0,0,0,0,0,"2017",0.461538461538462,0.00230769230769231,"R22","GB-1668-9","Cove",320,382,356,68.12,190,186,184,382,186
"3306","GB",1668,"9",212,NA,0.057,"LUPARC",NA,6,8,0,0,NA,NA,21,3,2,1,1,0,0,0,"2017",0.25,0.0116071428571429,"W3","GB-1668-9","Cove",320,382,356,68.12,190,186,184,382,186
"3307","GB",1740,"2",212,NA,0.042,"LUPARC",NA,6,10,0,0,NA,NA,19,0,0,3,0,0,0,0,"2017",0.136363636363636,0.0102272727272727,"B114","GB-1740-2","Ridge ",352,366,328,69.94,189,184,179,366,184
"3308","GB",1740,"2",212,NA,0.042,"LUPARC",NA,6,10,0,0,NA,NA,0,17,0,1,1,0,0,0,"2017",1,0.0176315789473684,"B106","GB-1740-2","Ridge ",352,366,328,69.94,189,184,179,366,184
"3309","GB",1740,"2",212,NA,0.042,"LUPARC",NA,6,10,0,0,NA,NA,23,1,1,0,2,0,0,0,"2017",0.148148148148148,0.0142592592592593,"W108","GB-1740-2","Ridge ",352,366,328,69.94,189,184,179,366,184
"3310","GB",1740,"2",212,NA,0.042,"LUPARC",NA,6,10,0,0,NA,NA,18,0,1,3,0,0,0,0,"2017",0.181818181818182,0.0115909090909091,"W110","GB-1740-2","Ridge ",352,366,328,69.94,189,184,179,366,184
"3337","GB",1668,"4",212,NA,0.103333333,"LUPARC",NA,0,0,NA,NA,NA,NA,12,2,1,0,0,0,0,0,"2017",0.2,0.00266666666666667,"R6","GB-1668-4","Slope",320,382,356,27.56,183,182,172,382,182
"3338","GB",1668,"4",212,NA,0.103333333,"LUPARC",NA,0,0,NA,NA,NA,NA,21,2,3,2,1,0,0,0,"2017",0.275862068965517,0.0146551724137931,"R13","GB-1668-4","Slope",320,382,356,27.56,183,182,172,382,182
"3339","GB",1668,"4",212,NA,0.103333333,"LUPARC",NA,0,0,NA,NA,NA,NA,7,0,0,1,1,0,0,0,"2017",0.222222222222222,0.0277777777777778,"W7","GB-1668-4","Slope",320,382,356,27.56,183,182,172,382,182
"3340","GB",1809,"5",212,NA,0.046666667,"LUPARC",NA,0,5,3,0,NA,NA,11,0,0,2,1,1,0,0,"2017",0.266666666666667,0.0466666666666667,"W351","GB-1809-5","Slope",340,361,314,23.92,183,181,161,361,181
